,SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,TAXON_GROUP,COM_NAME_CODES,SCI_NAME_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE,EXTINCT,ebird_idx,inat_id,preferred_common_name,matched_term,name,photo_url,wikipedia_url
79,Anser serrirostris,Tundra Bean-Goose,tunbeg1,288,Waterfowl,BEGO TBGO,ANSE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,81,144423,Tundra Bean Goose,Anser serrirostris,Anser serrirostris,https://static.inaturalist.org/photos/179487747/medium.jpeg,http://en.wikipedia.org/wiki/Tundra_bean_goose
80,Anser brachyrhynchus,Pink-footed Goose,pifgoo,293,Waterfowl,,ANBR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,82,7007,Pink-footed Goose,Anser brachyrhynchus,Anser brachyrhynchus,https://inaturalist-open-data.s3.amazonaws.com/photos/7788733/medium.jpg,http://en.wikipedia.org/wiki/Pink-footed_goose
81,Branta bernicla,Brant,brant,296,Waterfowl,BRGO,BRBE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,83,7087,Brant,Branta bernicla,Branta bernicla,https://static.inaturalist.org/photos/197982544/medium.jpeg,http://en.wikipedia.org/wiki/Brant_(goose)
82,Branta leucopsis,Barnacle Goose,bargoo,304,Waterfowl,BAGO,BRLE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,84,7101,Barnacle Goose,Branta leucopsis,Branta leucopsis,https://static.inaturalist.org/photos/97410731/medium.jpg,http://en.wikipedia.org/wiki/Barnacle_goose
83,Branta hutchinsii,Cackling Goose,cacgoo1,313,Waterfowl,CAGO,BRHU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,85,59220,Cackling Goose,Branta hutchinsii,Branta hutchinsii,https://inaturalist-open-data.s3.amazonaws.com/photos/19681228/medium.jpeg,http://en.wikipedia.org/wiki/Cackling_goose
84,Branta canadensis,Canada Goose,cangoo,324,Waterfowl,CAGO,BRCA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,86,7089,Canada Goose,Branta canadensis,Branta canadensis,https://static.inaturalist.org/photos/181719420/medium.jpg,http://en.wikipedia.org/wiki/Canada_goose
85,Branta sandvicensis,Hawaiian Goose,hawgoo,347,Waterfowl,NENE,BRSA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,87,7104,Hawaiian Goose,Branta sandvicensis,Branta sandvicensis,https://static.inaturalist.org/photos/28708289/medium.jpg,http://en.wikipedia.org/wiki/Nene_(bird)
86,Branta ruficollis,Red-breasted Goose,rebgoo1,348,Waterfowl,RBGO,BRRU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,88,7102,Red-breasted Goose,Branta ruficollis,Branta ruficollis,https://inaturalist-open-data.s3.amazonaws.com/photos/94321119/medium.jpg,http://en.wikipedia.org/wiki/Red-breasted_goose
87,Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,353,Waterfowl,CBGO,CENO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,89,7150,Cape Barren Goose,Cereopsis novaehollandiae,Cereopsis novaehollandiae,https://inaturalist-open-data.s3.amazonaws.com/photos/252303814/medium.jpg,http://en.wikipedia.org/wiki/Cape_Barren_goose
88,Stictonetta naevosa,Freckled Duck,freduc1,356,Waterfowl,FRDU,STNA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,90,7083,Freckled Duck,Stictonetta naevosa,Stictonetta naevosa,https://inaturalist-open-data.s3.amazonaws.com/photos/135976/medium.jpg,http://en.wikipedia.org/wiki/Freckled_duck
89,Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,357,Waterfowl,BWGO,CYCY,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,91,72775,Blue-winged Goose,Cyanochen cyanoptera,Cyanochen cyanoptera,https://inaturalist-open-data.s3.amazonaws.com/photos/2041680/medium.jpg,http://en.wikipedia.org/wiki/Blue-winged_goose
90,Cygnus olor,Mute Swan,mutswa,358,Waterfowl,,CYOL,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,92,6921,Mute Swan,Cygnus olor,Cygnus olor,https://inaturalist-open-data.s3.amazonaws.com/photos/264781420/medium.jpg,http://en.wikipedia.org/wiki/Mute_swan
91,Cygnus atratus,Black Swan,blkswa,360,Waterfowl,BLSW,CYAT,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,93,6914,Black Swan,Cygnus atratus,Cygnus atratus,https://inaturalist-open-data.s3.amazonaws.com/photos/31432920/medium.jpg,http://en.wikipedia.org/wiki/Black_swan
92,Cygnus melancoryphus,Black-necked Swan,blnswa2,362,Waterfowl,BNSW,CYME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,94,72789,Black-necked Swan,Cygnus melancoryphus,Cygnus melancoryphus,https://static.inaturalist.org/photos/213754116/medium.jpg,https://en.wikipedia.org/wiki/Black-necked_swan
93,Cygnus buccinator,Trumpeter Swan,truswa,363,Waterfowl,TRSW,CYBU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,95,6915,Trumpeter Swan,Cygnus buccinator,Cygnus buccinator,https://inaturalist-open-data.s3.amazonaws.com/photos/5930863/medium.jpeg,http://en.wikipedia.org/wiki/Trumpeter_swan
94,Cygnus columbianus,Tundra Swan,tunswa,365,Waterfowl,BESW,CYCO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,96,6917,Tundra Swan,Cygnus columbianus,Cygnus columbianus,https://inaturalist-open-data.s3.amazonaws.com/photos/170929865/medium.jpg,http://en.wikipedia.org/wiki/Tundra_swan
95,Cygnus cygnus,Whooper Swan,whoswa,371,Waterfowl,WHSW,CYCY,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,97,6921,Mute Swan,Cygnus olor,Cygnus olor,https://inaturalist-open-data.s3.amazonaws.com/photos/264781420/medium.jpg,http://en.wikipedia.org/wiki/Mute_swan
96,Coscoroba coscoroba,Coscoroba Swan,cosswa1,376,Waterfowl,COSW,COCO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,98,7166,Coscoroba Swan,Coscoroba coscoroba,Coscoroba coscoroba,https://inaturalist-open-data.s3.amazonaws.com/photos/160405251/medium.jpg,http://en.wikipedia.org/wiki/Coscoroba_swan
97,Sarkidiornis melanotos,Knob-billed Duck,comduc2,377,Waterfowl,ACDU KBDU,SAME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,99,7160,Knob-billed Duck,Sarkidiornis melanotos,Sarkidiornis melanotos,https://inaturalist-open-data.s3.amazonaws.com/photos/15364772/medium.jpg,http://en.wikipedia.org/wiki/Sarkidiornis
98,Sarkidiornis sylvicola,Comb Duck,comduc3,378,Waterfowl,ACDU,SASY,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,100,827371,Comb Duck,Sarkidiornis sylvicola,Sarkidiornis sylvicola,https://inaturalist-open-data.s3.amazonaws.com/photos/339308243/medium.jpg,http://en.wikipedia.org/wiki/Comb_duck
99,Pteronetta hartlaubii,Hartlaub's Duck,harduc1,379,Waterfowl,HADU,PTHA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,101,7137,Hartlaub's Duck,Pteronetta hartlaubii,Pteronetta hartlaubii,https://inaturalist-open-data.s3.amazonaws.com/photos/109861955/medium.jpg,http://en.wikipedia.org/wiki/Hartlaub's_duck
100,Oressochen jubatus,Orinoco Goose,origoo1,380,Waterfowl,,ORJU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,102,514125,Orinoco Goose,Oressochen jubatus,Oressochen jubatus,https://inaturalist-open-data.s3.amazonaws.com/photos/258942200/medium.jpeg,http://en.wikipedia.org/wiki/Orinoco_goose
101,Oressochen melanopterus,Andean Goose,andgoo1,381,Waterfowl,ANGO,ORME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,103,514124,Andean Goose,Oressochen melanopterus,Oressochen melanopterus,https://inaturalist-open-data.s3.amazonaws.com/photos/55842445/medium.jpg,http://en.wikipedia.org/wiki/Andean_goose
102,Chloephaga picta,Upland Goose,uplgoo1,382,Waterfowl,UPGO,CHPI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,104,7117,Upland Goose,Chloephaga picta,Chloephaga picta,https://inaturalist-open-data.s3.amazonaws.com/photos/9870540/medium.jpeg,http://en.wikipedia.org/wiki/Upland_goose
103,Chloephaga hybrida,Kelp Goose,kelgoo1,387,Waterfowl,KEGO,CHHY,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,105,7113,Kelp Goose,Chloephaga hybrida,Chloephaga hybrida,https://inaturalist-open-data.s3.amazonaws.com/photos/340688141/medium.jpg,http://en.wikipedia.org/wiki/Kelp_goose
104,Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,390,Waterfowl,AHGO,CHPO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,106,7114,Ashy-headed Goose,Chloephaga poliocephala,Chloephaga poliocephala,https://inaturalist-open-data.s3.amazonaws.com/photos/57099103/medium.jpeg,http://en.wikipedia.org/wiki/Ashy-headed_goose
105,Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,391,Waterfowl,RHGO,CHRU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,107,7116,Ruddy-headed Goose,Chloephaga rubidiceps,Chloephaga rubidiceps,https://inaturalist-open-data.s3.amazonaws.com/photos/252304700/medium.jpg,https://en.wikipedia.org/wiki/Ruddy-headed_goose
106,Radjah radjah,Radjah Shelduck,radshe1,394,Waterfowl,RASH,RARA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,108,792869,Radjah Shelduck,Radjah radjah,Radjah radjah,https://inaturalist-open-data.s3.amazonaws.com/photos/222061271/medium.jpg,http://en.wikipedia.org/wiki/Radjah_shelduck
107,Alopochen aegyptiaca,Egyptian Goose,egygoo,397,Waterfowl,,ALAE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,109,72486,Egyptian Goose,Alopochen aegyptiaca,Alopochen aegyptiaca,https://inaturalist-open-data.s3.amazonaws.com/photos/130517490/medium.jpeg,http://en.wikipedia.org/wiki/Egyptian_goose
108,Alopochen mauritiana,Mauritius Shelduck,maushe1,398,Waterfowl,MASH,ALMA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,True,110,1007850,Mauritius Shelduck,Alopochen mauritiana,Alopochen mauritiana,https://inaturalist-open-data.s3.amazonaws.com/photos/345877042/medium.jpg,https://en.wikipedia.org/wiki/Mauritius_sheldgoose
109,Alopochen kervazoi,Reunion Shelduck,reushe1,399,Waterfowl,RESH,ALKE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,True,111,93697,Réunion Shelduck,Alopochen kervazoi,Alopochen kervazoi,https://inaturalist-open-data.s3.amazonaws.com/photos/252204843/medium.jpg,http://en.wikipedia.org/wiki/Réunion_sheldgoose
110,Tadorna ferruginea,Ruddy Shelduck,rudshe,400,Waterfowl,,TAFE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,112,7068,Ruddy Shelduck,Tadorna ferruginea,Tadorna ferruginea,https://static.inaturalist.org/photos/118676181/medium.jpg,http://en.wikipedia.org/wiki/Ruddy_shelduck
111,Tadorna cana,South African Shelduck,soashe1,402,Waterfowl,SASH,TACA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,113,7071,South African Shelduck,Tadorna cana,Tadorna cana,https://inaturalist-open-data.s3.amazonaws.com/photos/58688625/medium.jpeg,http://en.wikipedia.org/wiki/South_African_shelduck
112,Tadorna tadornoides,Australian Shelduck,ausshe1,403,Waterfowl,AUSH,TATA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,114,7070,Australian Shelduck,Tadorna tadornoides,Tadorna tadornoides,https://inaturalist-open-data.s3.amazonaws.com/photos/34875113/medium.jpg,http://en.wikipedia.org/wiki/Australian_shelduck
113,Tadorna variegata,Paradise Shelduck,parshe1,404,Waterfowl,PASH,TAVA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,115,7072,Paradise Shelduck,Tadorna variegata,Tadorna variegata,https://inaturalist-open-data.s3.amazonaws.com/photos/1180664/medium.jpg,http://en.wikipedia.org/wiki/Paradise_shelduck
114,Tadorna tadorna,Common Shelduck,comshe,405,Waterfowl,COSH,TATA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,116,7067,Common Shelduck,Tadorna tadorna,Tadorna tadorna,https://inaturalist-open-data.s3.amazonaws.com/photos/2756446/medium.jpg,http://en.wikipedia.org/wiki/Common_shelduck
115,Tadorna cristata,Crested Shelduck,creshe1,407,Waterfowl,CRSH,TACR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,True,117,7069,Crested Shelduck,Tadorna cristata,Tadorna cristata,https://inaturalist-open-data.s3.amazonaws.com/photos/1450289/medium.jpg,http://en.wikipedia.org/wiki/Crested_shelduck
116,Plectropterus gambensis,Spur-winged Goose,spwgoo1,408,Waterfowl,SWGO,PLGA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,118,7146,Spur-winged Goose,Plectropterus gambensis,Plectropterus gambensis,https://inaturalist-open-data.s3.amazonaws.com/photos/2826842/medium.jpg,http://en.wikipedia.org/wiki/Spur-winged_goose
117,Tachyeres patachonicus,Flying Steamer-Duck,flystd1,411,Waterfowl,FSDU FLST FLSD,TAPA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,119,7133,Flying Steamer Duck,Tachyeres patachonicus,Tachyeres patachonicus,https://inaturalist-open-data.s3.amazonaws.com/photos/10174332/medium.jpg,http://en.wikipedia.org/wiki/Flying_steamer_duck
118,Tachyeres pteneres,Flightless Steamer-Duck,flistd1,412,Waterfowl,MAST FLSD FSDU,TAPT,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,120,7135,Flightless Steamer Duck,Tachyeres pteneres,Tachyeres pteneres,https://inaturalist-open-data.s3.amazonaws.com/photos/235538281/medium.jpg,http://en.wikipedia.org/wiki/Fuegian_steamer_duck
119,Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,414,Waterfowl,FASD FAST FSDU,TABR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,121,7132,Falkland Steamer Duck,Tachyeres brachypterus,Tachyeres brachypterus,https://static.inaturalist.org/photos/244266974/medium.jpg,http://en.wikipedia.org/wiki/Falkland_steamer_duck
120,Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,417,Waterfowl,CSDU WHST WHSD,TALE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,122,7134,White-headed Steamer Duck,Tachyeres leucocephalus,Tachyeres leucocephalus,https://inaturalist-open-data.s3.amazonaws.com/photos/172624771/medium.jpg,http://en.wikipedia.org/wiki/Chubut_steamer_duck
121,Lophonetta specularioides,Crested Duck,creduc1,419,Waterfowl,CRDU,LOSP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,123,72994,Crested Duck,Lophonetta specularioides,Lophonetta specularioides,https://inaturalist-open-data.s3.amazonaws.com/photos/248836827/medium.jpg,http://en.wikipedia.org/wiki/Crested_duck
122,Speculanas specularis,Spectacled Duck,speduc2,422,Waterfowl,SPDU BWDU,SPSP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,124,73400,Spectacled Duck,Speculanas specularis,Speculanas specularis,https://static.inaturalist.org/photos/213753839/medium.jpg,http://en.wikipedia.org/wiki/Bronze-winged_duck
123,Cairina moschata,Muscovy Duck,musduc,423,Waterfowl,,CAMO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,125,7120,Muscovy Duck,Cairina moschata,Cairina moschata,https://inaturalist-open-data.s3.amazonaws.com/photos/54389963/medium.jpg,http://en.wikipedia.org/wiki/Muscovy_duck
124,Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,426,Waterfowl,GPGO GRPG,NEPU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,126,7126,Green Pygmy-Goose,Nettapus pulchellus,Nettapus pulchellus,https://inaturalist-open-data.s3.amazonaws.com/photos/69136735/medium.jpg,http://en.wikipedia.org/wiki/Green_pygmy_goose
125,Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,427,Waterfowl,COPG CPGO,NECO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,127,7128,Cotton Pygmy-Goose,Nettapus coromandelianus,Nettapus coromandelianus,https://inaturalist-open-data.s3.amazonaws.com/photos/176759486/medium.jpg,http://en.wikipedia.org/wiki/Cotton_pygmy_goose
126,Nettapus auritus,African Pygmy-Goose,afrpyg1,431,Waterfowl,APGO AFPG,NEAU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,128,7127,African Pygmy-Goose,Nettapus auritus,Nettapus auritus,https://static.inaturalist.org/photos/304412884/medium.jpg,http://en.wikipedia.org/wiki/African_pygmy_goose
127,Callonetta leucophrys,Ringed Teal,rintea1,432,Waterfowl,RITE,CALE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,129,7188,Ringed Teal,Callonetta leucophrys,Callonetta leucophrys,https://inaturalist-open-data.s3.amazonaws.com/photos/136714610/medium.jpg,http://en.wikipedia.org/wiki/Ringed_teal
128,Aix sponsa,Wood Duck,wooduc,433,Waterfowl,CWDU,AISP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,130,7107,Wood Duck,Aix sponsa,Aix sponsa,https://inaturalist-open-data.s3.amazonaws.com/photos/363719416/medium.jpg,https://en.wikipedia.org/wiki/Wood_duck
129,Aix galericulata,Mandarin Duck,manduc,435,Waterfowl,MADU,AIGA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,131,7106,Mandarin Duck,Aix galericulata,Aix galericulata,https://inaturalist-open-data.s3.amazonaws.com/photos/170995096/medium.jpg,http://en.wikipedia.org/wiki/Mandarin_duck
130,Chenonetta jubata,Maned Duck,manduc1,437,Waterfowl,AWDU MADU,CHJU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,132,7176,Australian Wood Duck,Chenonetta jubata,Chenonetta jubata,https://inaturalist-open-data.s3.amazonaws.com/photos/50130632/medium.jpg,http://en.wikipedia.org/wiki/Australian_wood_duck
131,Chenonetta finschi,Finsch's Duck,finduc1,438,Waterfowl,FIDU,CHFI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,True,133,372484,Finsch's Duck,Chenonetta finschi,Chenonetta finschi,https://inaturalist-open-data.s3.amazonaws.com/photos/252303980/medium.jpg,http://en.wikipedia.org/wiki/Finsch's_duck
132,Amazonetta brasiliensis,Brazilian Teal,bratea1,439,Waterfowl,BRTE,AMBR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,134,7182,Brazilian Teal,Amazonetta brasiliensis,Amazonetta brasiliensis,https://inaturalist-open-data.s3.amazonaws.com/photos/247800710/medium.jpg,http://en.wikipedia.org/wiki/Brazilian_teal
133,Hymenolaimus malacorhynchos,Blue Duck,bluduc1,442,Waterfowl,BLDU,HYMA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,135,72936,Blue Duck,Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,https://inaturalist-open-data.s3.amazonaws.com/photos/350977676/medium.jpg,http://en.wikipedia.org/wiki/Blue_duck
134,Merganetta armata,Torrent Duck,torduc1,445,Waterfowl,TODU,MEAR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,136,7168,Torrent Duck,Merganetta armata,Merganetta armata,https://inaturalist-open-data.s3.amazonaws.com/photos/150796433/medium.jpg,http://en.wikipedia.org/wiki/Torrent_duck
135,Salvadorina waigiuensis,Salvadori's Teal,saltea1,452,Waterfowl,SATE,SAWA,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,137,7158,Salvadori's Teal,Salvadorina waigiuensis,Salvadorina waigiuensis,https://inaturalist-open-data.s3.amazonaws.com/photos/101308134/medium.jpeg,http://en.wikipedia.org/wiki/Salvadori's_teal
136,Sibirionetta formosa,Baikal Teal,baitea,453,Waterfowl,,SIFO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,138,558428,Baikal Teal,Sibirionetta formosa,Sibirionetta formosa,https://static.inaturalist.org/photos/65733687/medium.jpg,http://en.wikipedia.org/wiki/Baikal_teal
137,Spatula querquedula,Garganey,gargan,454,Waterfowl,,SPQU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,139,558429,Garganey,Spatula querquedula,Spatula querquedula,https://inaturalist-open-data.s3.amazonaws.com/photos/188324274/medium.jpg,http://en.wikipedia.org/wiki/Garganey
138,Spatula hottentota,Blue-billed Teal,hottea1,455,Waterfowl,HOTE BBTE,SPHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,140,558430,Blue-billed Teal,Spatula hottentota,Spatula hottentota,https://inaturalist-open-data.s3.amazonaws.com/photos/224661380/medium.jpeg,http://en.wikipedia.org/wiki/Hottentot_teal
139,Spatula versicolor,Silver Teal,siltea1,456,Waterfowl,SITE,SPVE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,141,558431,Silver Teal,Spatula versicolor,Spatula versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/166959095/medium.jpeg,http://en.wikipedia.org/wiki/Silver_teal
140,Spatula puna,Puna Teal,puntea1,459,Waterfowl,PUTE,SPPU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,142,558432,Puna Teal,Spatula puna,Spatula puna,https://static.inaturalist.org/photos/35529278/medium.jpg,http://en.wikipedia.org/wiki/Puna_teal
141,Spatula discors,Blue-winged Teal,buwtea,460,Waterfowl,,SPDI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,143,558433,Blue-winged Teal,Spatula discors,Spatula discors,https://inaturalist-open-data.s3.amazonaws.com/photos/286292345/medium.jpeg,https://en.wikipedia.org/wiki/Blue-winged_teal
142,Spatula cyanoptera,Cinnamon Teal,cintea,461,Waterfowl,,SPCY,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,144,558434,Cinnamon Teal,Spatula cyanoptera,Spatula cyanoptera,https://inaturalist-open-data.s3.amazonaws.com/photos/169257315/medium.jpg,https://en.wikipedia.org/wiki/Cinnamon_teal
143,Spatula platalea,Red Shoveler,redsho1,469,Waterfowl,RESH,SPPL,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,145,558435,Red Shoveler,Spatula platalea,Spatula platalea,https://inaturalist-open-data.s3.amazonaws.com/photos/295509101/medium.jpg,http://en.wikipedia.org/wiki/Red_shoveler
144,Spatula smithii,Cape Shoveler,capsho1,470,Waterfowl,CASH,SPSM,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,146,558436,Cape Shoveler,Spatula smithii,Spatula smithii,https://inaturalist-open-data.s3.amazonaws.com/photos/2020739/medium.jpg,http://en.wikipedia.org/wiki/Cape_shoveler
145,Spatula rhynchotis,Australasian Shoveler,aussho1,471,Waterfowl,AUSH,SPRH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,anatid1,,147,558437,Australasian Shoveler,Spatula rhynchotis,Spatula rhynchotis,https://inaturalist-open-data.s3.amazonaws.com/photos/203103357/medium.jpg,http://en.wikipedia.org/wiki/Australasian_shoveler
